subj,tokprodfr,exchprodfr,price,exp1,exp1cond,exp2,exp2cond,exp3,exp3cond,exp4,exp4cond,exp5,exp5cond,exp6,exp6cond,exp7,exp7cond,freetoken,wage,intrft,intcrit,taxloss,taxcrit,tokprodresp,exchprodresp,tokexchresp,rft,tokennum,inttok,taxtok
2,1,100,1,1,1,,,,,,,,,,,,,,,,,,,123,800,123,123,0,,
2,1,100,1,1,1,,,,,,,,,,,,,,,,,,,76,1300,76,76,1,,
2,10,100,1,1,3,,,,,,,,,,,,,,,,,,,200,1600,20,20,2,,
2,10,100,1,1,3,,,,,,,,,,,,,,,,,,,230,2100,23,23,0,,
2,10,100,1,1,3,,,,,,,,,,,,,,,,,,,350,3000,35,35,1,,
2,10,100,1,1,3,,,,,,,,,,,,,,,,,,,460,3800,46,46,1,,
2,10,100,1,1,3,,,,,,,,,,,,,,,,,,,490,4700,49,49,1,,
2,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,455,3000,91,91,0,,
2,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,445,2900,89,89,3,,
2,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,405,2700,81,81,3,,
2,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,400,2900,80,80,4,,
2,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,325,2800,65,65,0,,
2,5,50,1,,,,,,,,,5,1,,,,,,,,,,,101,3800,101,101,1,,
2,5,50,1,,,,,,,,,5,1,,,,,,,,,,,116,3750,116,116,2,,
2,5,50,1,,,,,,,,,5,1,,,,,,,,,,,121,3650,121,121,0,,
2,5,50,1,,,,,,,,,5,1,,,,,,,,,,,120,2800,120,120,0,,
2,5,50,1,,,,,,,,,5,1,,,,,,,,,,,121,2950,121,121,0,,
2,5,200,1,,,,,,,,,5,3,,,,,,,,,,,47,1800,47,47,0,,
2,5,200,1,,,,,,,,,5,3,,,,,,,,,,,49,2000,49,49,0,,
2,5,200,1,,,,,,,,,5,3,,,,,,,,,,,39,2600,39,39,1,,
2,5,200,1,,,,,,,,,5,3,,,,,,,,,,,52,2800,52,52,2,,
2,5,200,1,,,,,,,,,5,3,,,,,,,,,,,35,1800,35,35,0,,
2,1,200,1,,,,,3,1,,,,,,,,,,,,,,,88,1000,88,88,9,,
2,1,200,1,,,,,3,1,,,,,,,,,,,,,,,148,2000,148,148,0,,
2,1,200,1,,,,,3,1,,,,,,,,,,,,,,,86,2200,86,86,5,,
2,1,200,1,,,,,3,1,,,,,,,,,,,,,,,56,1600,56,56,3,,
2,1,200,1,,,,,3,1,,,,,,,,,,,,,,,85,1600,85,85,1,,
2,1,200,2,,,,,3,2,,,,,,,,,,,,,,,296,1000,296,148,0,,
2,1,200,2,,,,,3,2,,,,,,,,,,,,,,,240,800,240,120,0,,
2,1,200,2,,,,,3,2,,,,,,,,,,,,,,,240,800,240,120,0,,
2,1,200,2,,,,,3,2,,,,,,,,,,,,,,,240,800,240,120,0,,
2,1,200,2,,,,,3,2,,,,,,,,,,,,,,,240,800,240,120,0,,
2,1,200,5,,,,,3,3,,,,,,,,,,,,,,,60,200,60,12,7,,
2,1,200,5,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,,
2,1,200,5,,,,,3,3,,,,,,,,,,,,,,,130,600,130,26,23,,
2,1,200,5,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,,
2,1,200,5,,,,,3,3,,,,,,,,,,,,,,,65,400,65,13,19,,
2,1,100,1,,,,,,,4,1,,,,,,,0,,,,,,133,700,133,133,0,,
2,1,100,1,,,,,,,4,1,,,,,,,0,,,,,,129,800,129,129,0,,
2,1,100,1,,,,,,,4,1,,,,,,,0,,,,,,128,1000,128,128,0,,
2,1,100,1,,,,,,,4,1,,,,,,,0,,,,,,121,1100,121,121,0,,
2,1,100,1,,,,,,,4,1,,,,,,,0,,,,,,130,1000,130,130,0,,
2,1,100,1,,,,,,,4,3,,,,,,,5,,,,,,64,1300,129,129,5,,
2,1,100,1,,,,,,,4,3,,,,,,,5,,,,,,65,1100,120,120,5,,
2,1,100,1,,,,,,,4,3,,,,,,,5,,,,,,64,1300,129,129,5,,
2,1,100,1,,,,,,,4,3,,,,,,,5,,,,,,50,1400,120,120,5,,
2,1,100,1,,,,,,,4,3,,,,,,,5,,,,,,57,1400,127,127,5,,
2,1,100,1,,,,,,,4,4,,,,,,,10,,,,,,42,800,122,122,10,,
2,1,100,1,,,,,,,4,4,,,,,,,10,,,,,,41,900,131,131,10,,
2,1,100,1,,,,,,,4,4,,,,,,,10,,,,,,32,1000,132,132,10,,
2,1,100,1,,,,,,,4,4,,,,,,,10,,,,,,25,1000,125,125,10,,
2,1,100,1,,,,,,,4,4,,,,,,,10,,,,,,31,900,121,121,10,,
2,1,100,1,,,,,,,4,2,,,,,,,2,,,,,,119,1800,155,155,2,,
2,1,100,1,,,,,,,4,2,,,,,,,2,,,,,,92,1500,122,122,2,,
2,1,100,1,,,,,,,4,2,,,,,,,2,,,,,,108,1100,130,130,2,,
2,1,100,1,,,,,,,4,2,,,,,,,2,,,,,,67,900,85,85,5,,
2,1,100,1,,,,,,,4,2,,,,,,,2,,,,,,108,1100,130,130,2,,
2,1,100,1,,,,,,,4,5,,,,,,,5,,,,,,62,1200,122,122,5,,
2,1,100,1,,,,,,,4,5,,,,,,,5,,,,,,72,1300,137,137,5,,
2,1,100,1,,,,,,,4,5,,,,,,,5,,,,,,46,1600,126,126,5,,
2,1,100,1,,,,,,,4,5,,,,,,,5,,,,,,40,1700,125,125,5,,
2,1,100,1,,,,,,,4,5,,,,,,,5,,,,,,47,1700,132,132,5,,
2,1,100,1,,,2,1,,,,,,,,,,,,1,,,,,120,900,120,120,0,,
2,1,100,1,,,2,1,,,,,,,,,,,,1,,,,,120,900,120,120,0,,
2,1,100,1,,,2,1,,,,,,,,,,,,1,,,,,120,1800,120,120,0,,
2,1,100,1,,,2,1,,,,,,,,,,,,1,,,,,99,1500,99,99,5,,
2,1,100,1,,,2,1,,,,,,,,,,,,1,,,,,118,1300,118,118,0,,
2,1,100,1,,,2,3,,,,,,,,,,,,5,,,,,29,600,145,145,0,,
2,1,100,1,,,2,3,,,,,,,,,,,,5,,,,,26,500,130,130,0,,
2,1,100,1,,,2,3,,,,,,,,,,,,5,,,,,25,500,125,125,0,,
2,1,100,1,,,2,3,,,,,,,,,,,,5,,,,,25,500,125,125,0,,
2,1,100,1,,,2,3,,,,,,,,,,,,5,,,,,25,500,125,125,0,,
2,1,100,1,,,2,4,,,,,,,,,,,,10,,,,,13,300,130,130,0,,
2,1,100,1,,,2,4,,,,,,,,,,,,10,,,,,13,300,130,130,0,,
2,1,100,1,,,2,4,,,,,,,,,,,,10,,,,,12,300,120,120,0,,
2,1,100,1,,,2,4,,,,,,,,,,,,10,,,,,14,300,140,140,0,,
2,1,100,1,,,2,4,,,,,,,,,,,,10,,,,,14,400,140,140,0,,
2,1,100,1,,,2,2,,,,,,,,,,,,2,,,,,64,700,128,128,0,,
2,1,100,1,,,2,2,,,,,,,,,,,,2,,,,,65,400,130,130,0,,
2,1,100,1,,,2,2,,,,,,,,,,,,2,,,,,66,500,132,132,0,,
2,1,100,1,,,2,2,,,,,,,,,,,,2,,,,,64,400,128,128,0,,
2,1,100,1,,,2,2,,,,,,,,,,,,2,,,,,65,400,130,130,0,,
2,1,100,1,,,2,5,,,,,,,,,,,,5,,,,,27,400,135,135,0,,
2,1,100,1,,,2,5,,,,,,,,,,,,5,,,,,25,500,125,125,0,,
2,1,100,1,,,2,5,,,,,,,,,,,,5,,,,,27,300,135,135,0,,
2,1,100,1,,,2,5,,,,,,,,,,,,5,,,,,31,300,155,155,0,,
2,1,100,1,,,2,5,,,,,,,,,,,,5,,,,,28,300,140,140,0,,
2,1,100,1,,,,,,,,,,,6,1,,,,,,,,,124,1600,124,124,0,0,
2,1,100,1,,,,,,,,,,,6,1,,,,,,,,,121,1900,121,121,0,0,
2,1,100,1,,,,,,,,,,,6,1,,,,,,,,,127,2100,127,127,0,0,
2,1,100,1,,,,,,,,,,,6,1,,,,,,,,,121,1300,121,121,0,0,
2,1,100,1,,,,,,,,,,,6,1,,,,,,,,,96,1900,96,96,2,0,
2,1,100,1,,,,,,,,,,,6,3,,,,,2,6,,,100,1700,104,104,2,4,
2,1,100,1,,,,,,,,,,,6,3,,,,,2,6,,,84,1500,88,88,12,4,
2,1,100,1,,,,,,,,,,,6,3,,,,,2,6,,,76,1800,84,84,4,8,
2,1,100,1,,,,,,,,,,,6,3,,,,,2,6,,,87,2700,87,87,2,0,
2,1,100,1,,,,,,,,,,,6,3,,,,,2,6,,,87,1800,87,87,5,0,
2,1,100,1,,,,,,,,,,,6,4,,,,,5,6,,,109,1300,124,124,0,15,
2,1,100,1,,,,,,,,,,,6,4,,,,,5,6,,,122,1500,122,122,0,0,
2,1,100,1,,,,,,,,,,,6,4,,,,,5,6,,,87,1100,122,122,0,35,
2,1,100,1,,,,,,,,,,,6,4,,,,,5,6,,,101,1400,126,126,0,25,
2,1,100,1,,,,,,,,,,,6,4,,,,,5,6,,,100,1300,130,130,0,30,
2,1,100,1,,,,,,,,,,,6,2,,,,,1,6,,,107,1500,107,107,1,0,
2,1,100,1,,,,,,,,,,,6,2,,,,,1,6,,,87,1700,92,92,1,5,
2,1,100,1,,,,,,,,,,,6,2,,,,,1,6,,,81,2000,92,92,4,11,
2,1,100,1,,,,,,,,,,,6,2,,,,,1,6,,,119,1200,135,135,0,16,
2,1,100,1,,,,,,,,,,,6,2,,,,,1,6,,,100,1400,102,102,0,2,
2,1,100,1,,,,,,,,,,,6,5,,,,,2,6,,,108,300,121,121,0,13,
2,1,100,1,,,,,,,,,,,6,5,,,,,2,6,,,124,400,144,144,0,20,
2,1,100,1,,,,,,,,,,,6,5,,,,,2,6,,,76,300,120,120,0,44,
2,1,100,1,,,,,,,,,,,6,5,,,,,2,6,,,73,300,127,127,0,54,
2,1,100,1,,,,,,,,,,,6,5,,,,,2,6,,,95,300,143,143,0,48,
2,1,100,1,,,,,,,,,,,6,6,,,,,,,,,135,700,135,135,0,0,
2,1,100,1,,,,,,,,,,,6,6,,,,,,,,,149,700,149,149,0,0,
2,1,100,1,,,,,,,,,,,6,6,,,,,,,,,135,900,135,135,0,0,
2,1,100,1,,,,,,,,,,,6,6,,,,,,,,,128,1100,128,128,0,0,
2,1,100,1,,,,,,,,,,,6,6,,,,,,,,,129,800,129,129,0,0,
2,1,100,1,,,,,,,,,,,6,8,,,,,2,12,,,124,800,124,124,0,0,
2,1,100,1,,,,,,,,,,,6,8,,,,,2,12,,,86,800,86,86,15,0,
2,1,100,1,,,,,,,,,,,6,8,,,,,2,12,,,117,900,133,133,0,16,
2,1,100,1,,,,,,,,,,,6,8,,,,,2,12,,,137,800,137,137,0,0,
2,1,100,1,,,,,,,,,,,6,8,,,,,2,12,,,31,400,31,31,13,0,
2,1,100,1,,,,,,,,,,,6,9,,,,,5,12,,,129,700,134,134,0,5,
2,1,100,1,,,,,,,,,,,6,9,,,,,5,12,,,136,700,141,141,0,5,
2,1,100,1,,,,,,,,,,,6,9,,,,,5,12,,,123,600,123,123,0,0,
2,1,100,1,,,,,,,,,,,6,9,,,,,5,12,,,133,1000,133,133,0,0,
2,1,100,1,,,,,,,,,,,6,9,,,,,5,12,,,109,600,124,124,0,15,
2,1,100,1,,,,,,,,,,,6,7,,,,,1,12,,,128,1300,128,128,0,0,
2,1,100,1,,,,,,,,,,,6,7,,,,,1,12,,,132,1000,133,133,0,1,
2,1,100,1,,,,,,,,,,,6,7,,,,,1,12,,,123,1300,123,123,0,0,
2,1,100,1,,,,,,,,,,,6,7,,,,,1,12,,,119,1400,120,120,0,1,
2,1,100,1,,,,,,,,,,,6,7,,,,,1,12,,,132,1200,132,132,0,0,
2,1,100,1,,,,,,,,,,,6,10,,,,,2,12,,,126,1600,126,126,0,0,
2,1,100,1,,,,,,,,,,,6,10,,,,,2,12,,,121,1100,127,127,0,6,
2,1,100,1,,,,,,,,,,,6,10,,,,,2,12,,,102,1200,104,104,7,2,
2,1,100,1,,,,,,,,,,,6,10,,,,,2,12,,,137,1200,137,137,0,0,
2,1,100,1,,,,,,,,,,,6,10,,,,,2,12,,,86,1500,86,86,5,0,
2,1,100,1,,,,,,,,,,,6,11,,,,,,,,,122,1300,122,122,0,0,
2,1,100,1,,,,,,,,,,,6,11,,,,,,,,,85,1100,85,85,0,0,
2,1,100,1,,,,,,,,,,,6,11,,,,,,,,,97,1700,97,97,3,0,
2,1,100,1,,,,,,,,,,,6,11,,,,,,,,,121,1400,121,121,0,0,
2,1,100,1,,,,,,,,,,,6,11,,,,,,,,,73,1400,73,73,2,0,
2,1,100,1,,,,,,,,,,,6,13,,,,,2,18,,,34,600,34,34,1,0,
2,1,100,1,,,,,,,,,,,6,13,,,,,2,18,,,26,700,26,26,2,0,
2,1,100,1,,,,,,,,,,,6,13,,,,,2,18,,,19,400,19,19,4,0,
2,1,100,1,,,,,,,,,,,6,13,,,,,2,18,,,8,200,8,8,9,0,
2,1,100,1,,,,,,,,,,,6,13,,,,,2,18,,,31,700,31,31,11,0,
2,1,100,1,,,,,,,,,,,6,14,,,,,5,18,,,123,1700,123,123,0,0,
2,1,100,1,,,,,,,,,,,6,14,,,,,5,18,,,124,1500,124,124,0,0,
2,1,100,1,,,,,,,,,,,6,14,,,,,5,18,,,126,1300,126,126,0,0,
2,1,100,1,,,,,,,,,,,6,14,,,,,5,18,,,107,1700,122,122,0,15,
2,1,100,1,,,,,,,,,,,6,14,,,,,5,18,,,126,1600,126,126,0,0,
2,1,100,1,,,,,,,,,,,6,12,,,,,1,18,,,123,1100,123,123,0,0,
2,1,100,1,,,,,,,,,,,6,12,,,,,1,18,,,100,1200,100,100,0,0,
2,1,100,1,,,,,,,,,,,6,12,,,,,1,18,,,73,1100,73,73,4,0,
2,1,100,1,,,,,,,,,,,6,12,,,,,1,18,,,92,1400,92,92,4,0,
2,1,100,1,,,,,,,,,,,6,12,,,,,1,18,,,92,1100,92,92,0,0,
2,1,100,1,,,,,,,,,,,6,15,,,,,2,18,,,124,900,124,124,0,0,
2,1,100,1,,,,,,,,,,,6,15,,,,,2,18,,,121,1100,121,121,0,0,
2,1,100,1,,,,,,,,,,,6,15,,,,,2,18,,,127,1200,127,127,0,0,
2,1,100,1,,,,,,,,,,,6,15,,,,,2,18,,,127,1000,127,127,0,0,
2,1,100,1,,,,,,,,,,,6,15,,,,,2,18,,,100,1000,100,100,7,0,
2,1,100,1,,,,,,,,,,,6,16,,,,,,,,,87,700,87,87,8,0,
2,1,100,1,,,,,,,,,,,6,16,,,,,,,,,107,1300,107,107,13,0,
2,1,100,1,,,,,,,,,,,6,16,,,,,,,,,7,100,7,7,3,0,
2,1,100,1,,,,,,,,,,,6,16,,,,,,,,,127,1100,127,127,0,0,
2,1,100,1,,,,,,,,,,,6,16,,,,,,,,,68,900,68,68,1,0,
2,1,100,1,,,,,,,,,,,6,18,,,,,2,6,,,111,1900,113,113,0,2,
2,1,100,1,,,,,,,,,,,6,18,,,,,2,6,,,116,2100,116,116,4,0,
2,1,100,1,,,,,,,,,,,6,18,,,,,2,6,,,127,1400,129,129,0,2,
2,1,100,1,,,,,,,,,,,6,18,,,,,2,6,,,112,900,126,126,0,14,
2,1,100,1,,,,,,,,,,,6,18,,,,,2,6,,,118,1200,124,124,0,6,
2,1,100,1,,,,,,,,,,,6,19,,,,,5,6,,,43,600,43,43,0,0,
2,1,100,1,,,,,,,,,,,6,19,,,,,5,6,,,87,1300,87,87,0,0,
2,1,100,1,,,,,,,,,,,6,19,,,,,5,6,,,119,1100,170,170,0,51,
2,1,100,1,,,,,,,,,,,6,19,,,,,5,6,,,106,1700,121,121,0,15,
2,1,100,1,,,,,,,,,,,6,19,,,,,5,6,,,153,1600,153,153,0,0,
2,1,100,1,,,,,,,,,,,,,,,,,2,6,,,108,1200,120,120,0,12,
2,1,100,1,,,,,,,,,,,,,,,,,2,6,,,90,1000,122,122,0,32,
2,1,100,1,,,,,,,,,,,,,,,,,2,6,,,110,1600,120,120,0,10,
2,1,100,1,,,,,,,,,,,,,,,,,2,6,,,125,1900,137,137,0,12,
2,1,100,1,,,,,,,,,,,,,,,,,2,6,,,109,1200,121,121,0,12,
2,1,100,1,,,,,,,,,,,6,17,,,,,1,6,,,125,1100,128,128,0,3,
2,1,100,1,,,,,,,,,,,6,17,,,,,1,6,,,118,1000,120,120,0,2,
2,1,100,1,,,,,,,,,,,6,17,,,,,1,6,,,128,1400,134,134,0,6,
2,1,100,1,,,,,,,,,,,6,17,,,,,1,6,,,111,900,128,128,0,17,
2,1,100,1,,,,,,,,,,,6,17,,,,,1,6,,,126,1200,133,133,0,7,
2,1,100,1,,,,,,,,,,,,,,,,,5,6,,,61,500,120,120,0,59,
2,1,100,1,,,,,,,,,,,,,,,,,5,6,,,93,800,123,123,0,30,
2,1,100,1,,,,,,,,,,,,,,,,,5,6,,,102,1000,122,122,0,20,
2,1,100,1,,,,,,,,,,,,,,,,,5,6,,,54,500,122,122,0,68,
2,1,100,1,,,,,,,,,,,,,,,,,5,6,,,70,600,120,120,0,50,
2,1,100,1,,,,,,,,,,,,,7,1,,,,,,,88,600,88,88,0,,0
2,1,100,1,,,,,,,,,,,,,7,1,,,,,,,75,700,75,75,2,,0
2,1,100,1,,,,,,,,,,,,,7,1,,,,,,,70,600,70,70,9,,0
2,1,100,1,,,,,,,,,,,,,7,1,,,,,,,108,700,108,108,14,,0
2,1,100,1,,,,,,,,,,,,,7,1,,,,,,,84,600,84,84,11,,0
2,1,100,1,,,,,,,,,,,,,7,3,,,,,2,6,84,1200,70,70,8,,14
2,1,100,1,,,,,,,,,,,,,7,3,,,,,2,6,148,1500,138,138,0,,10
2,1,100,1,,,,,,,,,,,,,7,3,,,,,2,6,132,1400,120,120,0,,12
2,1,100,1,,,,,,,,,,,,,7,3,,,,,2,6,143,1200,131,131,0,,12
2,1,100,1,,,,,,,,,,,,,7,3,,,,,2,6,108,1100,104,104,0,,4
2,1,100,1,,,,,,,,,,,,,7,4,,,,,5,6,30,500,20,20,4,,10
2,1,100,1,,,,,,,,,,,,,7,4,,,,,5,6,90,900,56,56,0,,34
2,1,100,1,,,,,,,,,,,,,7,4,,,,,5,6,87,1100,68,68,8,,19
2,1,100,1,,,,,,,,,,,,,7,4,,,,,5,6,73,1000,68,68,7,,5
2,1,100,1,,,,,,,,,,,,,7,4,,,,,5,6,63,700,58,58,0,,5
2,1,100,1,,,,,,,,,,,,,7,2,,,,,1,6,42,300,39,39,0,,3
2,1,100,1,,,,,,,,,,,,,7,2,,,,,1,6,54,500,46,46,10,,8
2,1,100,1,,,,,,,,,,,,,7,2,,,,,1,6,24,200,23,23,9,,1
2,1,100,1,,,,,,,,,,,,,7,2,,,,,1,6,39,200,23,23,0,,16
2,1,100,1,,,,,,,,,,,,,7,2,,,,,1,6,77,800,73,73,1,,4
2,1,100,1,,,,,,,,,,,,,7,5,,,,,2,6,11,200,11,11,9,,0
2,1,100,1,,,,,,,,,,,,,7,5,,,,,2,6,55,900,49,49,1,,6
2,1,100,1,,,,,,,,,,,,,7,5,,,,,2,6,25,400,25,25,4,,0
2,1,100,1,,,,,,,,,,,,,7,5,,,,,2,6,46,1300,46,46,6,,0
2,1,100,1,,,,,,,,,,,,,7,5,,,,,2,6,64,1000,64,64,3,,0
2,1,100,1,,,,,,,,,,,,,7,6,,,,,,,131,1100,131,131,0,,0
2,1,100,1,,,,,,,,,,,,,7,6,,,,,,,124,1100,124,124,0,,0
2,1,100,1,,,,,,,,,,,,,7,6,,,,,,,127,1300,127,127,0,,0
2,1,100,1,,,,,,,,,,,,,7,6,,,,,,,127,1800,127,127,0,,0
2,1,100,1,,,,,,,,,,,,,7,6,,,,,,,113,1600,113,113,6,,0
2,1,100,1,,,,,,,,,,,,,7,8,,,,,2,12,79,2100,79,79,26,,0
2,1,100,1,,,,,,,,,,,,,7,8,,,,,2,12,82,1400,78,78,4,,4
2,1,100,1,,,,,,,,,,,,,7,8,,,,,2,12,50,900,44,44,9,,6
2,1,100,1,,,,,,,,,,,,,7,8,,,,,2,12,88,1100,88,88,0,,0
2,1,100,1,,,,,,,,,,,,,7,8,,,,,2,12,64,1000,64,64,0,,0
2,1,100,1,,,,,,,,,,,,,7,9,,,,,5,12,94,1000,94,94,7,,0
2,1,100,1,,,,,,,,,,,,,7,9,,,,,5,12,105,1200,100,100,12,,5
2,1,100,1,,,,,,,,,,,,,7,9,,,,,5,12,90,1000,90,90,8,,0
2,1,100,1,,,,,,,,,,,,,7,9,,,,,5,12,108,1300,108,108,1,,0
2,1,100,1,,,,,,,,,,,,,7,9,,,,,5,12,110,1200,100,100,10,,10
2,1,100,1,,,,,,,,,,,,,7,7,,,,,1,12,121,1500,121,121,15,,0
2,1,100,1,,,,,,,,,,,,,7,7,,,,,1,12,126,1300,126,126,0,,0
2,1,100,1,,,,,,,,,,,,,7,7,,,,,1,12,118,1500,118,118,3,,0
2,1,100,1,,,,,,,,,,,,,7,7,,,,,1,12,94,1400,94,94,9,,0
2,1,100,1,,,,,,,,,,,,,7,7,,,,,1,12,106,1300,106,106,0,,0
2,1,100,1,,,,,,,,,,,,,7,10,,,,,2,12,96,1100,96,96,10,,0
2,1,100,1,,,,,,,,,,,,,7,10,,,,,2,12,99,1400,97,97,6,,2
2,1,100,1,,,,,,,,,,,,,7,10,,,,,2,12,97,1000,97,97,2,,0
2,1,100,1,,,,,,,,,,,,,7,10,,,,,2,12,101,1000,101,101,0,,0
2,1,100,1,,,,,,,,,,,,,7,10,,,,,2,12,65,1000,65,65,6,,0
2,1,100,1,,,,,,,,,,,,,7,11,,,,,,,91,1500,91,91,0,,0
2,1,100,1,,,,,,,,,,,,,7,11,,,,,,,96,1400,96,96,7,,0
2,1,100,1,,,,,,,,,,,,,7,11,,,,,,,92,1500,92,92,4,,0
2,1,100,1,,,,,,,,,,,,,7,11,,,,,,,102,2400,102,102,4,,0
2,1,100,1,,,,,,,,,,,,,7,11,,,,,,,55,1200,55,55,4,,0
2,1,100,1,,,,,,,,,,,,,7,13,,,,,2,18,70,1000,70,70,2,,0
2,1,100,1,,,,,,,,,,,,,7,13,,,,,2,18,56,900,56,56,0,,0
2,1,100,1,,,,,,,,,,,,,7,13,,,,,2,18,99,900,93,93,1,,6
2,1,100,1,,,,,,,,,,,,,7,13,,,,,2,18,95,800,95,95,10,,0
2,1,100,1,,,,,,,,,,,,,7,13,,,,,2,18,69,1100,69,69,0,,0
2,1,100,1,,,,,,,,,,,,,7,14,,,,,5,18,58,800,53,53,4,,5
2,1,100,1,,,,,,,,,,,,,7,14,,,,,5,18,113,1000,108,108,18,,5
2,1,100,1,,,,,,,,,,,,,7,14,,,,,5,18,135,1000,120,120,0,,15
2,1,100,1,,,,,,,,,,,,,7,14,,,,,5,18,91,700,86,86,11,,5
2,1,100,1,,,,,,,,,,,,,7,14,,,,,5,18,93,700,93,93,0,,0
2,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,112,1800,112,112,1,,0
2,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,84,2600,84,84,1,,0
2,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,65,1800,65,65,0,,0
2,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,76,1600,76,76,0,,0
2,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,27,700,27,27,0,,0
2,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,58,1300,58,58,5,,0
2,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,51,900,51,51,6,,0
2,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,31,600,31,31,0,,0
2,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,51,800,51,51,3,,0
2,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,40,600,40,40,0,,0
2,1,100,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0
2,1,100,1,,,,,,,,,,,,,7,16,,,,,,,20,300,20,20,0,,0
2,1,100,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0
2,1,100,1,,,,,,,,,,,,,7,16,,,,,,,31,700,31,31,0,,0
2,1,100,1,,,,,,,,,,,,,7,16,,,,,,,39,700,39,39,1,,0
2,1,100,1,,,,,,,,,,,,,,,,,,,5,6,0,0,0,0,0,,0
2,1,100,1,,,,,,,,,,,,,,,,,,,5,6,0,0,0,0,0,,0
2,1,100,1,,,,,,,,,,,,,,,,,,,5,6,0,0,0,0,0,,0
2,1,100,1,,,,,,,,,,,,,,,,,,,5,6,0,0,0,0,0,,0
2,1,100,1,,,,,,,,,,,,,,,,,,,5,6,0,0,0,0,0,,0
3,1,100,1,1,1,,,,,,,,,,,,,,,,,,,125,2000,125,125,0,,
3,1,100,1,1,1,,,,,,,,,,,,,,,,,,,124,1500,124,124,0,,
3,1,100,1,1,1,,,,,,,,,,,,,,,,,,,120,2200,120,120,0,,
3,1,100,1,1,1,,,,,,,,,,,,,,,,,,,127,1500,127,127,0,,
3,1,100,1,1,1,,,,,,,,,,,,,,,,,,,133,800,133,133,0,,
3,10,100,1,1,3,,,,,,,,,,,,,,,,,,,1190,5600,119,119,0,,
3,10,100,1,1,3,,,,,,,,,,,,,,,,,,,1240,5000,124,124,0,,
3,10,100,1,1,3,,,,,,,,,,,,,,,,,,,1070,3900,107,107,0,,
3,10,100,1,1,3,,,,,,,,,,,,,,,,,,,470,2500,47,47,0,,
3,10,100,1,1,3,,,,,,,,,,,,,,,,,,,1200,5800,120,120,0,,
3,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,650,1700,130,130,0,,
3,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,605,1900,121,121,0,,
3,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,620,2300,124,124,0,,
3,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,610,2200,122,122,0,,
3,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,605,1800,121,121,0,,
3,5,50,1,,,,,,,,,5,1,,,,,,,,,,,123,1450,123,123,0,,
3,5,50,1,,,,,,,,,5,1,,,,,,,,,,,121,1500,121,121,0,,
3,5,50,1,,,,,,,,,5,1,,,,,,,,,,,125,1650,125,125,0,,
3,5,50,1,,,,,,,,,5,1,,,,,,,,,,,121,2100,121,121,0,,
3,5,50,1,,,,,,,,,5,1,,,,,,,,,,,122,1750,122,122,0,,
3,5,200,1,,,,,,,,,5,3,,,,,,,,,,,107,3600,107,107,0,,
3,5,200,1,,,,,,,,,5,3,,,,,,,,,,,61,3800,61,61,0,,
3,5,200,1,,,,,,,,,5,3,,,,,,,,,,,37,1800,37,37,0,,
3,5,200,1,,,,,,,,,5,3,,,,,,,,,,,105,4000,105,105,0,,
3,5,200,1,,,,,,,,,5,3,,,,,,,,,,,68,2800,68,68,0,,
3,1,200,1,,,,,3,1,,,,,,,,,,,,,,,127,1000,127,127,0,,
3,1,200,1,,,,,3,1,,,,,,,,,,,,,,,169,1200,169,169,0,,
3,1,200,1,,,,,3,1,,,,,,,,,,,,,,,151,1000,151,151,0,,
3,1,200,1,,,,,3,1,,,,,,,,,,,,,,,179,1000,179,179,0,,
3,1,200,1,,,,,3,1,,,,,,,,,,,,,,,134,1000,134,134,0,,
3,1,200,2,,,,,3,2,,,,,,,,,,,,,,,246,1200,246,123,0,,
3,1,200,2,,,,,3,2,,,,,,,,,,,,,,,184,1400,184,92,26,,
3,1,200,2,,,,,3,2,,,,,,,,,,,,,,,190,1000,190,95,60,,
3,1,200,2,,,,,3,2,,,,,,,,,,,,,,,284,1400,284,142,0,,
3,1,200,2,,,,,3,2,,,,,,,,,,,,,,,124,1000,124,62,58,,
