subj,tokprodfr,exchprodfr,price,exp1,exp1cond,exp2,exp2cond,exp3,exp3cond,exp4,exp4cond,exp5,exp5cond,exp6,exp6cond,exp7,exp7cond,freetoken,wage,intrft,intcrit,taxloss,taxcrit,tokprodresp,exchprodresp,tokexchresp,rft,tokennum,inttok,taxtok
3,1,200,5,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
3,1,200,5,,,,,3,3,,,,,,,,,,,,,,,115,800,115,23,7,,
3,1,200,5,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
3,1,200,5,,,,,3,3,,,,,,,,,,,,,,,116,400,116,23,5,,
3,1,200,5,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
3,1,100,1,,,,,,,4,1,,,,,,,0,,,,,,133,1900,133,133,0,,
3,1,100,1,,,,,,,4,1,,,,,,,0,,,,,,131,1400,131,131,0,,
3,1,100,1,,,,,,,4,1,,,,,,,0,,,,,,127,1100,127,127,0,,
3,1,100,1,,,,,,,4,1,,,,,,,0,,,,,,127,1500,127,127,0,,
3,1,100,1,,,,,,,4,1,,,,,,,0,,,,,,131,1800,131,131,0,,
3,1,100,1,,,,,,,4,3,,,,,,,5,,,,,,91,700,126,126,5,,
3,1,100,1,,,,,,,4,3,,,,,,,5,,,,,,90,700,125,125,5,,
3,1,100,1,,,,,,,4,3,,,,,,,5,,,,,,80,1000,130,130,5,,
3,1,100,1,,,,,,,4,3,,,,,,,5,,,,,,83,1000,133,133,5,,
3,1,100,1,,,,,,,4,3,,,,,,,5,,,,,,76,1000,126,126,5,,
3,1,100,1,,,,,,,4,4,,,,,,,10,,,,,,47,900,137,137,10,,
3,1,100,1,,,,,,,4,4,,,,,,,10,,,,,,64,600,124,124,10,,
3,1,100,1,,,,,,,4,4,,,,,,,10,,,,,,79,600,139,139,10,,
3,1,100,1,,,,,,,4,4,,,,,,,10,,,,,,42,800,122,122,10,,
3,1,100,1,,,,,,,4,4,,,,,,,10,,,,,,54,800,134,134,10,,
3,1,100,1,,,,,,,4,2,,,,,,,2,,,,,,112,800,128,128,2,,
3,1,100,1,,,,,,,4,2,,,,,,,2,,,,,,149,800,165,165,2,,
3,1,100,1,,,,,,,4,2,,,,,,,2,,,,,,104,800,120,120,2,,
3,1,100,1,,,,,,,4,2,,,,,,,2,,,,,,110,900,128,128,2,,
3,1,100,1,,,,,,,4,2,,,,,,,2,,,,,,135,800,151,151,2,,
3,1,100,1,,,,,,,4,5,,,,,,,5,,,,,,143,700,178,178,5,,
3,1,100,1,,,,,,,4,5,,,,,,,5,,,,,,104,600,134,134,5,,
3,1,100,1,,,,,,,4,5,,,,,,,5,,,,,,105,600,135,135,5,,
3,1,100,1,,,,,,,4,5,,,,,,,5,,,,,,111,800,151,151,5,,
3,1,100,1,,,,,,,4,5,,,,,,,5,,,,,,116,700,151,151,5,,
3,1,100,1,,,2,1,,,,,,,,,,,,1,,,,,120,500,120,120,0,,
3,1,100,1,,,2,1,,,,,,,,,,,,1,,,,,125,700,125,125,0,,
3,1,100,1,,,2,1,,,,,,,,,,,,1,,,,,151,400,151,151,0,,
3,1,100,1,,,2,1,,,,,,,,,,,,1,,,,,123,500,123,123,0,,
3,1,100,1,,,2,1,,,,,,,,,,,,1,,,,,162,500,162,162,0,,
3,1,100,1,,,2,3,,,,,,,,,,,,5,,,,,33,300,165,165,0,,
3,1,100,1,,,2,3,,,,,,,,,,,,5,,,,,24,200,120,120,0,,
3,1,100,1,,,2,3,,,,,,,,,,,,5,,,,,24,200,120,120,0,,
3,1,100,1,,,2,3,,,,,,,,,,,,5,,,,,24,200,120,120,0,,
3,1,100,1,,,2,3,,,,,,,,,,,,5,,,,,35,300,175,175,0,,
3,1,100,1,,,2,4,,,,,,,,,,,,10,,,,,12,200,120,120,0,,
3,1,100,1,,,2,4,,,,,,,,,,,,10,,,,,12,200,120,120,0,,
3,1,100,1,,,2,4,,,,,,,,,,,,10,,,,,15,300,150,150,0,,
3,1,100,1,,,2,4,,,,,,,,,,,,10,,,,,12,200,120,120,0,,
3,1,100,1,,,2,4,,,,,,,,,,,,10,,,,,12,200,120,120,0,,
3,1,100,1,,,2,2,,,,,,,,,,,,2,,,,,65,300,130,130,0,,
3,1,100,1,,,2,2,,,,,,,,,,,,2,,,,,83,400,166,166,0,,
3,1,100,1,,,2,2,,,,,,,,,,,,2,,,,,77,300,154,154,0,,
3,1,100,1,,,2,2,,,,,,,,,,,,2,,,,,68,400,136,136,0,,
3,1,100,1,,,2,2,,,,,,,,,,,,2,,,,,52,400,104,104,60,,
3,1,100,1,,,2,5,,,,,,,,,,,,5,,,,,30,900,150,150,0,,
3,1,100,1,,,2,5,,,,,,,,,,,,5,,,,,31,600,155,155,0,,
3,1,100,1,,,2,5,,,,,,,,,,,,5,,,,,28,1100,140,140,0,,
3,1,100,1,,,2,5,,,,,,,,,,,,5,,,,,24,800,120,120,0,,
3,1,100,1,,,2,5,,,,,,,,,,,,5,,,,,25,900,125,125,0,,
3,1,100,1,,,,,,,,,,,6,1,,,,,,,,,131,2500,131,131,0,0,
3,1,100,1,,,,,,,,,,,6,1,,,,,,,,,113,3400,113,113,36,0,
3,1,100,1,,,,,,,,,,,6,1,,,,,,,,,121,2400,121,121,0,0,
3,1,100,1,,,,,,,,,,,6,1,,,,,,,,,121,2800,121,121,0,0,
3,1,100,1,,,,,,,,,,,6,1,,,,,,,,,135,2500,135,135,0,0,
3,1,100,1,,,,,,,,,,,6,3,,,,,2,6,,,104,1000,142,142,0,38,
3,1,100,1,,,,,,,,,,,6,3,,,,,2,6,,,136,1000,154,154,0,18,
3,1,100,1,,,,,,,,,,,6,3,,,,,2,6,,,138,1100,150,150,0,12,
3,1,100,1,,,,,,,,,,,6,3,,,,,2,6,,,115,1300,177,177,0,62,
3,1,100,1,,,,,,,,,,,6,3,,,,,2,6,,,124,800,126,126,0,2,
3,1,100,1,,,,,,,,,,,6,4,,,,,5,6,,,79,700,159,159,0,80,
3,1,100,1,,,,,,,,,,,6,4,,,,,5,6,,,135,1300,168,168,0,33,
3,1,100,1,,,,,,,,,,,6,4,,,,,5,6,,,81,1200,99,99,14,18,
3,1,100,1,,,,,,,,,,,6,4,,,,,5,6,,,106,1900,136,136,0,30,
3,1,100,1,,,,,,,,,,,6,4,,,,,5,6,,,65,900,120,120,0,55,
3,1,100,1,,,,,,,,,,,6,2,,,,,1,6,,,46,1500,50,50,3,4,
3,1,100,1,,,,,,,,,,,6,2,,,,,1,6,,,101,1600,111,111,12,10,
3,1,100,1,,,,,,,,,,,6,2,,,,,1,6,,,78,1300,81,81,0,3,
3,1,100,1,,,,,,,,,,,6,2,,,,,1,6,,,76,1100,87,87,0,11,
3,1,100,1,,,,,,,,,,,6,2,,,,,1,6,,,60,1800,60,60,4,0,
3,1,100,1,,,,,,,,,,,6,5,,,,,2,6,,,46,1100,46,46,0,0,
3,1,100,1,,,,,,,,,,,6,5,,,,,2,6,,,28,700,34,34,3,6,
3,1,100,1,,,,,,,,,,,6,5,,,,,2,6,,,74,1000,127,127,0,53,
3,1,100,1,,,,,,,,,,,6,5,,,,,2,6,,,32,800,34,34,0,2,
3,1,100,1,,,,,,,,,,,6,5,,,,,2,6,,,23,1000,51,51,30,28,
3,1,100,1,,,,,,,,,,,6,6,,,,,,,,,96,900,96,96,0,0,
3,1,100,1,,,,,,,,,,,6,6,,,,,,,,,130,1200,130,130,0,0,
3,1,100,1,,,,,,,,,,,6,6,,,,,,,,,122,1400,122,122,0,0,
3,1,100,1,,,,,,,,,,,6,6,,,,,,,,,131,1300,131,131,0,0,
3,1,100,1,,,,,,,,,,,6,6,,,,,,,,,129,1300,129,129,0,0,
3,1,100,1,,,,,,,,,,,6,8,,,,,2,12,,,104,1500,114,114,1,10,
3,1,100,1,,,,,,,,,,,6,8,,,,,2,12,,,129,2600,133,133,0,4,
3,1,100,1,,,,,,,,,,,6,8,,,,,2,12,,,115,1800,121,121,0,6,
3,1,100,1,,,,,,,,,,,6,8,,,,,2,12,,,176,1900,176,176,0,0,
3,1,100,1,,,,,,,,,,,6,8,,,,,2,12,,,131,2100,131,131,0,0,
3,1,100,1,,,,,,,,,,,6,9,,,,,5,12,,,130,1700,140,140,0,10,
3,1,100,1,,,,,,,,,,,6,9,,,,,5,12,,,96,1800,142,142,0,46,
3,1,100,1,,,,,,,,,,,6,9,,,,,5,12,,,43,1400,63,63,27,20,
3,1,100,1,,,,,,,,,,,6,9,,,,,5,12,,,104,1300,126,126,0,22,
3,1,100,1,,,,,,,,,,,6,9,,,,,5,12,,,35,900,35,35,0,0,
3,1,100,1,,,,,,,,,,,6,7,,,,,1,12,,,68,1600,68,68,0,0,
3,1,100,1,,,,,,,,,,,6,7,,,,,1,12,,,131,2000,131,131,1,0,
3,1,100,1,,,,,,,,,,,,,,,,,1,12,,,0,0,0,0,2,,
3,1,100,1,,,,,,,,,,,6,7,,,,,1,12,,,131,2100,132,132,0,1,
3,1,100,1,,,,,,,,,,,6,7,,,,,1,12,,,29,1000,30,30,0,1,
3,1,100,1,,,,,,,,,,,6,10,,,,,2,12,,,99,1300,103,103,0,4,
3,1,100,1,,,,,,,,,,,6,10,,,,,2,12,,,140,1600,148,148,0,8,
3,1,100,1,,,,,,,,,,,6,10,,,,,2,12,,,128,1400,136,136,0,8,
3,1,100,1,,,,,,,,,,,6,10,,,,,2,12,,,121,1700,125,125,0,4,
3,1,100,1,,,,,,,,,,,6,10,,,,,2,12,,,149,1400,153,153,0,4,
3,1,100,1,,,,,,,,,,,6,11,,,,,,,,,132,2000,132,132,0,0,
3,1,100,1,,,,,,,,,,,6,11,,,,,,,,,134,2300,134,134,0,0,
3,1,100,1,,,,,,,,,,,6,11,,,,,,,,,121,1600,121,121,0,0,
3,1,100,1,,,,,,,,,,,6,11,,,,,,,,,124,1800,124,124,0,0,
3,1,100,1,,,,,,,,,,,6,11,,,,,,,,,128,1600,128,128,0,0,
3,1,100,1,,,,,,,,,,,6,13,,,,,2,18,,,110,1300,132,132,0,22,
3,1,100,1,,,,,,,,,,,6,13,,,,,2,18,,,147,1000,151,151,0,4,
3,1,100,1,,,,,,,,,,,6,13,,,,,2,18,,,60,1000,64,64,14,4,
3,1,100,1,,,,,,,,,,,6,13,,,,,2,18,,,129,1100,133,133,0,4,
3,1,100,1,,,,,,,,,,,6,13,,,,,2,18,,,116,1200,120,120,0,4,
3,1,100,1,,,,,,,,,,,6,14,,,,,5,18,,,57,1200,57,57,0,0,
3,1,100,1,,,,,,,,,,,6,14,,,,,5,18,,,75,1400,75,75,8,0,
3,1,100,1,,,,,,,,,,,6,14,,,,,5,18,,,111,1600,111,111,0,0,
3,1,100,1,,,,,,,,,,,6,14,,,,,5,18,,,119,1800,124,124,0,5,
3,1,100,1,,,,,,,,,,,6,14,,,,,5,18,,,103,1300,108,108,0,5,
3,1,100,1,,,,,,,,,,,6,12,,,,,1,18,,,103,1300,106,106,4,3,
3,1,100,1,,,,,,,,,,,6,12,,,,,1,18,,,89,1200,89,89,0,0,
3,1,100,1,,,,,,,,,,,6,12,,,,,1,18,,,56,1200,56,56,2,0,
3,1,100,1,,,,,,,,,,,6,12,,,,,1,18,,,130,1600,130,130,0,0,
3,1,100,1,,,,,,,,,,,6,12,,,,,1,18,,,54,1300,54,54,1,0,
3,1,100,1,,,,,,,,,,,6,15,,,,,2,18,,,145,1200,149,149,0,4,
3,1,100,1,,,,,,,,,,,6,15,,,,,2,18,,,33,700,67,67,12,34,
3,1,100,1,,,,,,,,,,,6,15,,,,,2,18,,,127,1400,129,129,0,2,
3,1,100,1,,,,,,,,,,,6,15,,,,,2,18,,,126,1000,134,134,0,8,
3,1,100,1,,,,,,,,,,,6,15,,,,,2,18,,,116,1100,120,120,0,4,
3,1,100,1,,,,,,,,,,,6,16,,,,,,,,,126,1300,126,126,0,0,
3,1,100,1,,,,,,,,,,,6,16,,,,,,,,,121,1300,121,121,0,0,
3,1,100,1,,,,,,,,,,,6,16,,,,,,,,,142,1300,142,142,0,0,
3,1,100,1,,,,,,,,,,,6,16,,,,,,,,,125,1400,125,125,0,0,
3,1,100,1,,,,,,,,,,,6,16,,,,,,,,,142,1500,142,142,0,0,
3,1,100,1,,,,,,,,,,,6,18,,,,,2,6,,,108,1100,120,120,0,12,
3,1,100,1,,,,,,,,,,,6,18,,,,,2,6,,,101,1500,123,123,0,22,
3,1,100,1,,,,,,,,,,,6,18,,,,,2,6,,,94,1300,136,136,0,42,
3,1,100,1,,,,,,,,,,,6,18,,,,,2,6,,,98,2000,116,116,0,18,
3,1,100,1,,,,,,,,,,,6,18,,,,,2,6,,,85,1200,133,133,0,48,
3,1,100,1,,,,,,,,,,,6,19,,,,,5,6,,,92,1600,92,92,0,0,
3,1,100,1,,,,,,,,,,,6,19,,,,,5,6,,,52,700,122,122,0,70,
3,1,100,1,,,,,,,,,,,6,19,,,,,5,6,,,53,800,144,144,0,91,
3,1,100,1,,,,,,,,,,,6,19,,,,,5,6,,,120,1200,145,145,0,25,
3,1,100,1,,,,,,,,,,,6,19,,,,,5,6,,,87,900,168,168,0,81,
3,1,100,1,,,,,,,,,,,,,,,,,2,6,,,112,1200,134,134,0,22,
3,1,100,1,,,,,,,,,,,,,,,,,2,6,,,137,1100,155,155,0,18,
3,1,100,1,,,,,,,,,,,,,,,,,2,6,,,113,1300,129,129,0,16,
3,1,100,1,,,,,,,,,,,,,,,,,2,6,,,101,1800,127,127,0,26,
3,1,100,1,,,,,,,,,,,,,,,,,2,6,,,82,1400,82,82,0,0,
3,1,100,1,,,,,,,,,,,6,17,,,,,1,6,,,123,1200,138,138,0,15,
3,1,100,1,,,,,,,,,,,6,17,,,,,1,6,,,105,900,125,125,0,20,
3,1,100,1,,,,,,,,,,,6,17,,,,,1,6,,,124,1100,135,135,0,11,
3,1,100,1,,,,,,,,,,,6,17,,,,,1,6,,,101,1100,121,121,0,20,
3,1,100,1,,,,,,,,,,,6,17,,,,,1,6,,,128,1200,139,139,0,11,
3,1,100,1,,,,,,,,,,,,,,,,,5,6,,,74,1100,124,124,0,50,
3,1,100,1,,,,,,,,,,,,,,,,,5,6,,,106,1000,141,141,0,35,
3,1,100,1,,,,,,,,,,,,,,,,,5,6,,,90,1600,130,130,0,40,
3,1,100,1,,,,,,,,,,,,,,,,,5,6,,,90,1500,125,125,0,35,
3,1,100,1,,,,,,,,,,,,,,,,,5,6,,,79,1100,122,122,0,43,
3,1,100,1,,,,,,,,,,,,,7,1,,,,,,,114,1600,114,114,12,,0
3,1,100,1,,,,,,,,,,,,,7,1,,,,,,,113,1400,113,113,6,,0
3,1,100,1,,,,,,,,,,,,,7,1,,,,,,,106,2100,106,106,1,,0
3,1,100,1,,,,,,,,,,,,,7,1,,,,,,,120,1500,120,120,0,,0
3,1,100,1,,,,,,,,,,,,,7,1,,,,,,,67,1300,67,67,0,,0
3,1,100,1,,,,,,,,,,,,,7,3,,,,,2,6,122,1100,120,120,0,,2
3,1,100,1,,,,,,,,,,,,,7,3,,,,,2,6,144,1700,130,130,0,,14
3,1,100,1,,,,,,,,,,,,,7,3,,,,,2,6,148,1600,122,122,0,,26
3,1,100,1,,,,,,,,,,,,,7,3,,,,,2,6,151,1400,109,109,6,,42
3,1,100,1,,,,,,,,,,,,,7,3,,,,,2,6,128,1400,110,110,0,,18
3,1,100,1,,,,,,,,,,,,,7,4,,,,,5,6,22,800,12,12,2,,10
3,1,100,1,,,,,,,,,,,,,7,4,,,,,5,6,12,300,7,7,0,,5
3,1,100,1,,,,,,,,,,,,,7,4,,,,,5,6,55,900,35,35,1,,20
3,1,100,1,,,,,,,,,,,,,7,4,,,,,5,6,23,400,18,18,0,,5
3,1,100,1,,,,,,,,,,,,,7,4,,,,,5,6,16,500,16,16,0,,0
3,1,100,1,,,,,,,,,,,,,7,2,,,,,1,6,142,1900,128,128,0,,14
3,1,100,1,,,,,,,,,,,,,7,2,,,,,1,6,134,1900,126,126,0,,8
3,1,100,1,,,,,,,,,,,,,7,2,,,,,1,6,136,1800,122,122,0,,14
3,1,100,1,,,,,,,,,,,,,7,2,,,,,1,6,147,2100,128,128,0,,19
3,1,100,1,,,,,,,,,,,,,7,2,,,,,1,6,138,1900,136,136,0,,2
3,1,100,1,,,,,,,,,,,,,7,5,,,,,2,6,144,1000,122,122,0,,22
3,1,100,1,,,,,,,,,,,,,7,5,,,,,2,6,169,1400,123,123,0,,46
3,1,100,1,,,,,,,,,,,,,7,5,,,,,2,6,151,1400,121,121,0,,30
3,1,100,1,,,,,,,,,,,,,7,5,,,,,2,6,116,1800,94,94,8,,22
3,1,100,1,,,,,,,,,,,,,7,5,,,,,2,6,159,1500,117,117,0,,42
3,1,100,1,,,,,,,,,,,,,7,6,,,,,,,130,1200,130,130,0,,0
3,1,100,1,,,,,,,,,,,,,7,6,,,,,,,79,1400,79,79,3,,0
3,1,100,1,,,,,,,,,,,,,7,6,,,,,,,95,1600,95,95,4,,0
3,1,100,1,,,,,,,,,,,,,7,6,,,,,,,125,1500,125,125,0,,0
3,1,100,1,,,,,,,,,,,,,7,6,,,,,,,81,1300,81,81,3,,0
3,1,100,1,,,,,,,,,,,,,7,8,,,,,2,12,100,1000,74,74,22,,26
3,1,100,1,,,,,,,,,,,,,7,8,,,,,2,12,130,1100,120,120,0,,10
3,1,100,1,,,,,,,,,,,,,7,8,,,,,2,12,148,1300,132,132,0,,16
3,1,100,1,,,,,,,,,,,,,7,8,,,,,2,12,141,1400,107,107,29,,34
3,1,100,1,,,,,,,,,,,,,7,8,,,,,2,12,129,1300,115,115,20,,14
3,1,100,1,,,,,,,,,,,,,7,9,,,,,5,12,74,700,49,49,0,,25
3,1,100,1,,,,,,,,,,,,,7,9,,,,,5,12,26,600,21,21,0,,5
3,1,100,1,,,,,,,,,,,,,7,9,,,,,5,12,89,800,69,69,18,,20
3,1,100,1,,,,,,,,,,,,,7,9,,,,,5,12,152,800,122,122,0,,30
3,1,100,1,,,,,,,,,,,,,7,9,,,,,5,12,82,700,62,62,1,,20
3,1,100,1,,,,,,,,,,,,,7,7,,,,,1,12,32,600,30,30,2,,2
3,1,100,1,,,,,,,,,,,,,7,7,,,,,1,12,58,800,54,54,0,,4
3,1,100,1,,,,,,,,,,,,,7,7,,,,,1,12,26,700,26,26,0,,0
3,1,100,1,,,,,,,,,,,,,7,7,,,,,1,12,16,400,16,16,3,,0
3,1,100,1,,,,,,,,,,,,,7,7,,,,,1,12,6,300,6,6,7,,0
3,1,100,1,,,,,,,,,,,,,7,10,,,,,2,12,33,400,25,25,0,,8
3,1,100,1,,,,,,,,,,,,,7,10,,,,,2,12,50,600,40,40,1,,10
3,1,100,1,,,,,,,,,,,,,7,10,,,,,2,12,68,800,64,64,14,,4
3,1,100,1,,,,,,,,,,,,,7,10,,,,,2,12,34,700,34,34,5,,0
3,1,100,1,,,,,,,,,,,,,7,10,,,,,2,12,70,500,68,68,0,,2
3,1,100,1,,,,,,,,,,,,,7,11,,,,,,,85,800,85,85,2,,0
3,1,100,1,,,,,,,,,,,,,7,11,,,,,,,86,900,86,86,7,,0
3,1,100,1,,,,,,,,,,,,,7,11,,,,,,,42,800,42,42,1,,0
3,1,100,1,,,,,,,,,,,,,7,11,,,,,,,81,1100,81,81,13,,0
3,1,100,1,,,,,,,,,,,,,7,11,,,,,,,49,800,49,49,1,,0
3,1,100,1,,,,,,,,,,,,,7,13,,,,,2,18,23,400,21,21,4,,2
3,1,100,1,,,,,,,,,,,,,7,13,,,,,2,18,18,200,18,18,0,,0
3,1,100,1,,,,,,,,,,,,,7,13,,,,,2,18,26,400,26,26,0,,0
3,1,100,1,,,,,,,,,,,,,7,13,,,,,2,18,12,200,12,12,1,,0
3,1,100,1,,,,,,,,,,,,,7,13,,,,,2,18,24,400,24,24,0,,0
3,1,100,1,,,,,,,,,,,,,7,14,,,,,5,18,56,900,56,56,1,,0
3,1,100,1,,,,,,,,,,,,,7,14,,,,,5,18,35,700,35,35,0,,0
3,1,100,1,,,,,,,,,,,,,7,14,,,,,5,18,45,400,45,45,0,,0
3,1,100,1,,,,,,,,,,,,,7,14,,,,,5,18,111,900,96,96,11,,15
3,1,100,1,,,,,,,,,,,,,7,14,,,,,5,18,49,800,49,49,0,,0
3,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,43,600,43,43,7,,0
3,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,31,500,31,31,4,,0
3,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,31,400,31,31,1,,0
3,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,35,700,35,35,0,,0
3,1,100,1,,,,,,,,,,,,,7,12,,,,,1,18,99,1100,98,98,0,,1
3,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,73,1000,73,73,0,,0
3,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,33,800,33,33,4,,0
3,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,76,700,76,76,3,,0
3,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,77,1000,77,77,0,,0
3,1,100,1,,,,,,,,,,,,,7,15,,,,,2,18,132,1300,126,126,0,,6
4,1,100,1,1,1,,,,,,,,,,,,,,,,,,,61,1200,61,61,6,,
4,1,100,1,1,1,,,,,,,,,,,,,,,,,,,63,1200,63,63,0,,
4,1,100,1,1,1,,,,,,,,,,,,,,,,,,,61,900,61,61,1,,
4,1,100,1,1,1,,,,,,,,,,,,,,,,,,,62,600,62,62,0,,
4,1,100,1,1,1,,,,,,,,,,,,,,,,,,,56,800,56,56,0,,
4,10,100,1,1,3,,,,,,,,,,,,,,,,,,,430,3000,43,43,0,,
4,10,100,1,1,3,,,,,,,,,,,,,,,,,,,350,3200,35,35,0,,
4,10,100,1,1,3,,,,,,,,,,,,,,,,,,,460,3300,46,46,0,,
4,10,100,1,1,3,,,,,,,,,,,,,,,,,,,360,3200,36,36,1,,
4,10,100,1,1,3,,,,,,,,,,,,,,,,,,,370,3600,37,37,0,,
4,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,175,2600,35,35,1,,
4,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,205,3200,41,41,2,,
4,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,65,1200,13,13,0,,
4,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,285,3400,57,57,0,,
4,5,100,1,1,2,,,,,,,5,2,,,,,,,,,,,150,2100,30,30,0,,
4,5,50,1,,,,,,,,,5,1,,,,,,,,,,,120,5900,120,120,0,,
4,5,50,1,,,,,,,,,5,1,,,,,,,,,,,109,5000,109,109,1,,
4,5,50,1,,,,,,,,,5,1,,,,,,,,,,,99,4850,99,99,0,,
4,5,50,1,,,,,,,,,5,1,,,,,,,,,,,98,4700,98,98,0,,
4,5,50,1,,,,,,,,,5,1,,,,,,,,,,,102,5000,102,102,0,,
4,5,200,1,,,,,,,,,5,3,,,,,,,,,,,32,2000,32,32,0,,
4,5,200,1,,,,,,,,,5,3,,,,,,,,,,,40,2000,40,40,6,,
4,5,200,1,,,,,,,,,5,3,,,,,,,,,,,27,2000,27,27,12,,
4,5,200,1,,,,,,,,,5,3,,,,,,,,,,,35,1600,35,35,0,,
4,5,200,1,,,,,,,,,5,3,,,,,,,,,,,29,2000,29,29,2,,
4,1,200,1,,,,,3,1,,,,,,,,,,,,,,,102,600,102,102,3,,
4,1,200,1,,,,,3,1,,,,,,,,,,,,,,,104,800,104,104,1,,
4,1,200,1,,,,,3,1,,,,,,,,,,,,,,,52,400,52,52,41,,
4,1,200,1,,,,,3,1,,,,,,,,,,,,,,,175,1000,175,175,0,,
4,1,200,1,,,,,3,1,,,,,,,,,,,,,,,120,800,120,120,0,,
4,1,200,2,,,,,3,2,,,,,,,,,,,,,,,36,1200,36,18,15,,
4,1,200,2,,,,,3,2,,,,,,,,,,,,,,,84,1800,84,42,22,,
4,1,200,2,,,,,3,2,,,,,,,,,,,,,,,66,1400,66,33,9,,
4,1,200,2,,,,,3,2,,,,,,,,,,,,,,,44,1400,44,22,10,,
4,1,200,2,,,,,3,2,,,,,,,,,,,,,,,42,1000,42,21,1,,
4,1,200,5,,,,,3,3,,,,,,,,,,,,,,,20,200,20,4,1,,
4,1,200,5,,,,,3,3,,,,,,,,,,,,,,,20,200,20,4,2,,
4,1,200,5,,,,,3,3,,,,,,,,,,,,,,,30,200,30,6,1,,
4,1,200,5,,,,,3,3,,,,,,,,,,,,,,,5,200,5,1,9,,
4,1,200,5,,,,,3,3,,,,,,,,,,,,,,,5,200,5,1,2,,
4,1,200,1,,,,,,,4,1,,,,,,,0,,,,,,31,400,31,31,2,,
4,1,200,1,,,,,,,4,1,,,,,,,0,,,,,,31,600,31,31,6,,
4,1,200,1,,,,,,,4,1,,,,,,,0,,,,,,26,400,26,26,3,,
4,1,200,1,,,,,,,4,1,,,,,,,0,,,,,,39,1200,39,39,0,,
4,1,200,1,,,,,,,4,1,,,,,,,0,,,,,,65,1000,65,65,1,,
4,1,200,1,,,,,,,4,3,,,,,,,5,,,,,,5,800,25,25,5,,
4,1,200,1,,,,,,,4,3,,,,,,,5,,,,,,3,200,8,8,10,,
4,1,200,1,,,,,,,4,3,,,,,,,5,,,,,,9,1600,49,49,5,,
4,1,200,1,,,,,,,4,3,,,,,,,5,,,,,,8,1400,43,43,10,,
4,1,200,1,,,,,,,4,3,,,,,,,5,,,,,,7,1400,42,42,11,,
4,1,200,1,,,,,,,4,4,,,,,,,10,,,,,,12,1000,62,62,10,,
4,1,200,1,,,,,,,4,4,,,,,,,10,,,,,,10,1000,60,60,5,,
4,1,200,1,,,,,,,4,4,,,,,,,10,,,,,,13,1000,63,63,10,,
4,1,200,1,,,,,,,4,4,,,,,,,10,,,,,,8,1400,78,78,3,,
4,1,200,1,,,,,,,4,4,,,,,,,10,,,,,,18,1000,68,68,10,,
4,1,200,1,,,,,,,4,2,,,,,,,2,,,,,,27,1600,43,43,2,,
4,1,200,1,,,,,,,4,2,,,,,,,2,,,,,,65,1400,79,79,2,,
4,1,200,1,,,,,,,4,2,,,,,,,2,,,,,,74,2600,100,100,3,,
4,1,200,1,,,,,,,4,2,,,,,,,2,,,,,,22,2000,42,42,8,,
4,1,200,1,,,,,,,4,2,,,,,,,2,,,,,,46,1800,64,64,5,,
4,1,200,1,,,,,,,4,5,,,,,,,5,,,,,,18,200,23,23,6,,
4,1,200,1,,,,,,,4,5,,,,,,,5,,,,,,14,400,24,24,6,,
4,1,200,1,,,,,,,4,5,,,,,,,5,,,,,,26,400,36,36,12,,
4,1,200,1,,,,,,,4,5,,,,,,,5,,,,,,23,600,38,38,5,,
4,1,200,1,,,,,,,4,5,,,,,,,5,,,,,,55,1000,80,80,6,,
4,1,200,1,,,2,1,,,,,,,,,,,,1,,,,,54,800,54,54,0,,
4,1,200,1,,,2,1,,,,,,,,,,,,1,,,,,78,1600,78,78,0,,
4,1,200,1,,,2,1,,,,,,,,,,,,1,,,,,53,1000,53,53,13,,
4,1,200,1,,,2,1,,,,,,,,,,,,1,,,,,75,1400,75,75,0,,
4,1,200,1,,,2,1,,,,,,,,,,,,1,,,,,50,1000,50,50,11,,
4,1,200,1,,,2,3,,,,,,,,,,,,5,,,,,18,400,90,90,10,,
4,1,200,1,,,2,3,,,,,,,,,,,,5,,,,,17,600,85,85,0,,
4,1,200,1,,,2,3,,,,,,,,,,,,5,,,,,11,400,55,55,15,,
4,1,200,1,,,2,3,,,,,,,,,,,,5,,,,,18,400,90,90,5,,
4,1,200,1,,,2,3,,,,,,,,,,,,5,,,,,20,600,100,100,0,,
4,1,200,1,,,2,4,,,,,,,,,,,,10,,,,,11,400,110,110,0,,
4,1,200,1,,,2,4,,,,,,,,,,,,10,,,,,6,200,60,60,60,,
